C,C/K,D,S,S/K,k,r,sigma,t
0.0,0.0,0.023,928.45,0.9393,988.45,0.0245,0.03435,0.0505
2.63,0.00272,0.024,946.8,0.97931,966.8,0.0254,0.04093,0.3578
1.9,0.00201,0.026,885.97,0.93657,945.97,0.0247,0.14626,0.1132
0.0,0.0,0.023,901.81,0.93762,961.81,0.0222,0.02902,0.2898
0.0,0.0,0.027,1150.28,0.95042,1210.28,0.0145,0.01305,0.0625
29.57,0.03095,0.03,975.41,1.02093,955.41,0.0274,0.12049,0.1546
87.2,0.09129,0.029,1035.23,1.08375,955.23,0.0168,0.1676,0.3376
34.45,0.03218,0.033,1110.57,1.03736,1070.57,0.0159,0.04865,0.5362
79.3,0.08334,0.027,1031.54,1.08407,951.54,0.0202,0.10711,0.2139
45.98,0.04599,0.027,979.68,0.97999,999.68,0.0143,0.31784,0.2049
15.22,0.01329,0.025,1104.86,0.96506,1144.86,0.0202,0.07222,1.0796
120.92,0.1115,0.028,1144.44,1.05533,1084.44,0.013,0.18648,1.7455
60.0,0.05826,0.025,1089.95,1.05826,1029.95,0.0264,0.0534,0.0928
0.0,0.0,0.032,850.27,0.914,930.27,0.02,0.04808,0.1957
17.93,0.01802,0.022,994.85,1.0,994.85,0.0247,0.16427,0.0751
0.0,0.0,0.028,1084.14,0.93128,1164.14,0.0159,0.04376,0.0601
41.21,0.0438,0.034,980.91,1.04251,940.91,0.0271,0.12701,0.071
38.88,0.04724,0.032,863.08,1.0486,823.08,0.0253,0.04605,0.1707
26.93,0.03415,0.028,808.56,1.02536,788.56,0.0214,0.07201,0.5893
56.25,0.04992,0.034,1186.72,1.05325,1126.72,0.0125,0.04525,0.1437
31.59,0.02677,0.027,1179.94,1.0,1179.94,0.0186,0.06929,1.4687
64.59,0.05937,0.024,1107.92,1.01838,1087.92,0.0144,0.25372,0.2525
3.19,0.00351,0.026,910.08,1.0,910.08,0.0117,0.0315,0.117
11.62,0.01438,0.027,807.95,1.0,807.95,0.0162,0.09055,0.1819
0.0,0.0,0.031,929.75,0.93938,989.75,0.0114,0.03553,0.2065
14.83,0.01459,0.033,936.75,0.92132,1016.75,0.0119,0.31536,0.1316
49.97,0.06269,0.033,837.13,1.05018,797.13,0.0246,0.12078,0.5482
0.0,0.0,0.026,985.81,0.92494,1065.81,0.0248,0.04722,0.0954
0.0,0.0,0.022,1198.32,0.93742,1278.32,0.0124,0.06138,0.0511
0.62,0.00054,0.025,1119.1,0.98244,1139.1,0.0249,0.05051,0.0685
82.43,0.07774,0.032,1160.37,1.09431,1060.37,0.0233,0.04418,1.705
57.66,0.05215,0.028,1165.65,1.05427,1105.65,0.0272,0.01913,0.9364
17.13,0.01673,0.033,1003.64,0.98046,1023.64,0.0294,0.0895,0.5582
0.55,0.00048,0.023,1124.47,0.98252,1144.47,0.0211,0.03486,0.1368
56.49,0.05537,0.026,1080.26,1.05881,1020.26,0.0156,0.05647,0.3643
100.4,0.12441,0.029,907.0,1.12392,807.0,0.0214,0.17671,0.2026
11.97,0.01135,0.027,1054.75,1.0,1054.75,0.0256,0.03943,0.5745
6.69,0.00619,0.028,1041.1,0.963,1081.1,0.0167,0.04767,1.8963
6.83,0.00834,0.032,898.83,1.0977,818.83,0.0157,0.05554,27.7256
6.07,0.00575,0.026,1035.82,0.98106,1055.82,0.0192,0.0339,1.5548
133.93,0.11005,0.032,1157.01,0.9507,1217.01,0.0227,0.37262,0.9422
90.87,0.08568,0.029,1120.61,1.05657,1060.61,0.023,0.08956,6.1672
0.01,1e-05,0.031,947.14,0.94043,1007.14,0.0101,0.08379,0.0579
59.03,0.05259,0.026,1182.47,1.05345,1122.47,0.0206,0.0478,0.1284
20.88,0.02027,0.02,1049.85,1.01942,1029.85,0.0135,0.05982,0.0944
99.21,0.09636,0.022,1129.55,1.09713,1029.55,0.0152,0.07214,0.0865
4.15,0.00415,0.024,980.33,0.98001,1000.33,0.0294,0.04966,0.3147
0.21,0.00021,0.023,959.56,0.94115,1019.56,0.0159,0.04807,0.4049
16.69,0.01421,0.029,1114.68,0.94892,1174.68,0.0208,0.1518,0.349
80.76,0.09973,0.025,889.75,1.0988,809.75,0.0209,0.08132,1.5283
1.28,0.00124,0.031,1015.86,0.98069,1035.8600000000001,0.0119,0.04138,0.2542
97.21,0.08612,0.025,1068.79,0.94685,1128.79,0.0285,0.18391,2.5235
18.14,0.01789,0.033,1033.88,1.01973,1013.8800000000001,0.0232,0.01223,0.1764
80.0,0.08865,0.021,982.47,1.08865,902.47,0.0227,0.09018,0.102
2.07,0.00195,0.029,1002.24,0.94352,1062.24,0.0239,0.04963,0.9132
33.7,0.03321,0.033,1014.64,1.0,1014.64,0.0209,0.21405,0.1617
0.71,0.00072,0.027,904.8,0.91877,984.8,0.0285,0.09282,0.2672
55.68,0.05104,0.027,1150.98,1.055,1090.98,0.0229,0.01498,0.7203
3.27,0.00311,0.034,1011.16,0.96195,1051.1599999999999,0.0267,0.08244,0.2323
45.85,0.05916,0.028,815.06,1.05161,775.06,0.019,0.113,0.423
4.57,0.00382,0.03,1135.03,0.94979,1195.03,0.0169,0.04636,2.2135
18.65,0.01861,0.024,1002.27,1.0,1002.27,0.0185,0.12803,0.139
0.7,0.00065,0.032,1050.12,0.98131,1070.12,0.028,0.04344,0.1158
0.08,7e-05,0.032,1119.56,0.9655,1159.56,0.025,0.03293,0.2464
84.28,0.07778,0.029,1163.56,1.07383,1083.56,0.0172,0.14876,0.2492
39.03,0.04353,0.024,936.61,1.04461,896.61,0.0141,0.02721,0.0991
0.25,0.00027,0.027,848.41,0.91383,928.41,0.0227,0.06317,0.4815
52.34,0.0619,0.031,865.53,1.02365,845.53,0.0224,0.15372,0.766
78.82,0.10506,0.027,830.24,1.10663,750.24,0.0222,0.02161,0.2064
58.93,0.07593,0.03,836.1,1.07731,776.1,0.0281,0.03154,0.329
78.79,0.08488,0.02,988.22,1.06464,928.22,0.0209,0.20307,0.3007
45.8,0.04163,0.022,1140.05,1.03636,1100.05,0.0264,0.13204,0.1063
10.42,0.01023,0.024,1018.94,1.0,1018.94,0.0261,0.09026,0.0797
0.73,0.00079,0.024,846.37,0.91364,926.37,0.0249,0.12618,0.1667
2.08,0.00191,0.026,1071.63,0.98168,1091.63,0.0182,0.08082,0.0634
83.35,0.08368,0.021,1076.0,1.08032,996.0,0.0256,0.07033,0.5879
24.8,0.02388,0.034,1058.54,1.01926,1038.54,0.0153,0.06749,0.4534
3.19,0.00322,0.033,971.17,0.97982,991.17,0.0155,0.08405,0.1073
0.0,0.0,0.024,1072.03,0.93056,1152.03,0.0187,0.05835,0.1326
51.13,0.05253,0.03,1013.37,1.04109,973.37,0.0135,0.15098,0.2546
6.12,0.00616,0.03,933.14,0.93959,993.14,0.0168,0.12738,0.3005
17.66,0.02212,0.028,818.32,1.02505,798.32,0.0105,0.04441,0.5341
95.93,0.11638,0.03,924.29,1.12132,824.29,0.0214,0.01669,0.4074
79.89,0.07729,0.024,1113.7,1.07739,1033.7,0.0242,0.08742,0.0628
44.19,0.04609,0.022,998.75,1.04172,958.75,0.0204,0.05776,0.766
60.21,0.05535,0.022,1147.77,1.05516,1087.77,0.0243,0.06633,0.1156
26.37,0.03012,0.022,815.6,0.93148,875.6,0.023,0.29025,0.2713
59.48,0.0659,0.027,962.52,1.06648,902.52,0.0181,0.11262,0.0831
78.94,0.08002,0.027,1066.55,1.08109,986.55,0.0103,0.05017,0.0572
6.3,0.00633,0.021,935.52,0.93973,995.52,0.0127,0.14025,0.242
22.04,0.02569,0.031,837.77,0.97668,857.77,0.0273,0.13922,0.4598
34.34,0.03752,0.035,955.27,1.0437,915.27,0.0256,0.03079,0.6475
0.08,8e-05,0.034,991.48,0.94294,1051.48,0.0138,0.07121,0.1321
38.95,0.03384,0.029,1190.89,1.03476,1150.89,0.0151,0.05969,0.0677
0.02,2e-05,0.026,1055.06,0.92952,1135.06,0.0279,0.05517,0.2189
58.0,0.06528,0.024,948.46,1.06753,888.46,0.0109,0.07977,0.1849
57.56,0.05736,0.034,1063.49,1.05979,1003.49,0.0159,0.07637,0.1336
9.06,0.01048,0.027,844.49,0.97686,864.49,0.0109,0.19223,0.0723
5.63,0.00465,0.031,1170.75,0.96696,1210.75,0.0215,0.16837,0.0602
9.86,0.01196,0.026,804.68,0.97575,824.68,0.0289,0.13979,0.1578
2.42,0.00251,0.031,882.46,0.91688,962.46,0.0148,0.11344,0.3548
0.0,0.0,0.021,1189.43,0.95198,1249.43,0.0227,0.03566,0.0752
0.71,0.00074,0.032,925.4,0.95857,965.4,0.0228,0.04325,0.4769
0.51,0.00046,0.034,1047.95,0.94585,1107.95,0.0116,0.11602,0.0769
61.39,0.05873,0.024,1105.35,1.0574,1045.35,0.0229,0.12248,0.1091
5.34,0.00488,0.026,1074.18,0.98172,1094.18,0.011,0.06656,0.2456
97.84,0.1336,0.027,832.33,1.13655,732.33,0.0123,0.0218,0.1608
98.13,0.10252,0.03,1057.17,1.10447,957.1700000000001,0.0134,0.01313,0.0994
0.42,0.00034,0.021,1165.07,0.95102,1225.07,0.0204,0.07828,0.1223
11.2,0.00929,0.023,1166.12,0.96684,1206.12,0.0272,0.13182,0.178
79.83,0.07405,0.023,1018.07,0.94434,1078.0700000000002,0.0253,0.55684,0.214
0.0,0.0,0.021,827.24,0.93237,887.24,0.0201,0.03782,0.084
6.84,0.00755,0.023,866.04,0.95585,906.04,0.0132,0.15879,0.1465
77.84,0.08456,0.032,1000.51,1.08691,920.51,0.0236,0.07354,0.2207
19.46,0.02428,0.023,821.41,1.02496,801.41,0.0113,0.02557,0.0547
40.73,0.0375,0.022,1126.0,1.03683,1086.0,0.0271,0.02622,0.1578
99.23,0.09169,0.025,1182.19,1.09241,1082.19,0.0194,0.05208,0.0906
28.12,0.02205,0.035,1195.4,0.93727,1275.4,0.0255,0.10142,1.9322
22.01,0.02428,0.02,926.38,1.02207,906.38,0.0196,0.08584,0.0754
0.0,0.0,0.026,1162.99,0.93564,1242.99,0.0232,0.01866,0.122
6.93,0.00591,0.027,1151.9,0.98293,1171.9,0.0241,0.06041,0.2961
78.05,0.08743,0.021,952.67,1.06721,892.67,0.0235,0.17708,0.403
38.4,0.0455,0.035,883.91,1.0474,843.91,0.0167,0.0769,0.1287
5.41,0.00574,0.024,922.63,0.97878,942.63,0.0182,0.09343,0.1469
0.0,0.0,0.03,926.17,0.92049,1006.17,0.0284,0.03919,0.0848
89.5,0.08598,0.024,1100.97,1.05764,1040.97,0.0234,0.13345,1.0068
100.18,0.1154,0.022,968.12,1.11519,868.12,0.0283,0.03159,0.054
51.09,0.05035,0.034,1074.62,1.05914,1014.6199999999999,0.0164,0.01887,0.4528
10.17,0.00966,0.025,1052.82,1.0,1052.82,0.0181,0.10005,0.0613
39.94,0.0509,0.025,824.69,1.05098,784.69,0.0251,0.05297,0.0608
28.89,0.02479,0.026,1185.26,1.01716,1165.26,0.02,0.10111,0.1428
0.0,0.0,0.025,1146.55,0.93478,1226.55,0.0121,0.01315,0.2221
2.92,0.00338,0.032,864.03,1.0,864.03,0.0146,0.02762,0.2027
97.38,0.12046,0.031,908.42,1.1237,808.42,0.0138,0.06572,0.1543
78.34,0.07899,0.03,1071.77,1.08066,991.77,0.0132,0.09581,0.089
90.9,0.12632,0.031,819.58,1.13897,719.58,0.0126,0.07619,0.5837
60.24,0.07549,0.02,858.01,1.07519,798.01,0.025,0.10545,0.0724
0.03,3e-05,0.027,878.57,0.91654,958.57,0.0213,0.11854,0.073
17.17,0.01398,0.034,1187.77,0.96742,1227.77,0.0167,0.06971,2.1933
0.04,4e-05,0.028,981.77,0.92465,1061.77,0.0275,0.10689,0.0789
1.55,0.00129,0.035,1141.51,0.95006,1201.51,0.0141,0.14406,0.0667
7.19,0.00731,0.03,983.45,1.0,983.45,0.0129,0.06993,0.0825
29.34,0.03226,0.035,929.36,1.02199,909.36,0.02,0.07929,0.7076
98.04,0.0966,0.028,1114.88,1.09853,1014.8800000000001,0.0206,0.09748,0.4646
20.09,0.02573,0.025,800.72,1.02562,780.72,0.0263,0.03899,0.0892
21.88,0.02514,0.033,890.24,1.02298,870.24,0.0255,0.0638,0.1998
20.47,0.02175,0.034,961.12,1.02125,941.12,0.0293,0.03138,0.9203
19.52,0.0204,0.034,976.84,1.0209,956.84,0.0262,0.03582,0.4145
58.34,0.05942,0.035,1041.85,1.06111,981.8499999999999,0.0166,0.05324,0.0825
0.31,0.00036,0.021,839.39,0.97673,859.39,0.0243,0.01214,1.1569
99.41,0.10198,0.032,1074.77,1.10259,974.77,0.0233,0.11672,0.0506
40.81,0.03696,0.03,1144.17,1.03623,1104.17,0.0119,0.10231,0.1061
81.49,0.08017,0.029,1036.52,1.01967,1016.52,0.0292,0.16886,1.1381
27.38,0.02427,0.026,1148.22,1.01773,1128.22,0.0254,0.10343,0.109
44.21,0.03782,0.032,1189.0,1.01711,1169.0,0.0176,0.10186,0.7403
49.15,0.0498,0.027,1026.93,1.04053,986.9300000000001,0.0104,0.12574,0.3301
36.6,0.04432,0.033,805.87,0.97578,825.87,0.0106,0.44098,0.1067
0.22,0.00025,0.026,856.35,0.95537,896.35,0.0105,0.05763,0.19
10.48,0.01005,0.021,1042.62,1.0,1042.62,0.011,0.08814,0.0892
3.62,0.0031,0.028,1108.32,0.94864,1168.32,0.0221,0.075,0.4297
46.16,0.04645,0.022,1033.76,1.04025,993.76,0.0241,0.05482,0.7722
2.18,0.00216,0.028,947.26,0.94043,1007.26,0.0189,0.0623,0.6814
59.75,0.0667,0.025,955.76,1.06698,895.76,0.0237,0.05472,0.0946
0.01,1e-05,0.034,834.64,0.93293,894.64,0.0186,0.09648,0.063
93.37,0.12673,0.03,836.78,1.13573,736.78,0.0188,0.0783,0.645
23.73,0.02798,0.031,868.1,1.02358,848.1,0.0262,0.05948,0.3924
30.85,0.03211,0.021,980.75,1.02082,960.75,0.0181,0.16222,0.0961
59.58,0.07468,0.024,857.85,1.0752,797.85,0.0174,0.09775,0.2352
7.31,0.00866,0.034,804.25,0.95262,844.25,0.0222,0.25161,0.0702
11.66,0.01021,0.031,1141.96,1.0,1141.96,0.0113,0.04707,0.9368
0.02,2e-05,0.028,1149.46,0.93493,1229.46,0.0201,0.05157,0.2219
76.79,0.1048,0.026,812.74,1.10918,732.74,0.0247,0.05429,1.6798
65.28,0.07406,0.021,961.47,1.09076,881.47,0.0153,0.02833,2.4012
115.01,0.11527,0.021,1077.71,1.08018,997.71,0.0193,0.20184,0.7125
97.63,0.11397,0.026,956.66,1.11673,856.66,0.015,0.04504,0.198
97.54,0.12944,0.022,853.54,1.13271,753.54,0.0129,0.07844,0.2747
59.5,0.06117,0.035,932.75,0.95888,972.75,0.0205,0.25781,0.7267
57.84,0.06834,0.031,926.39,1.09452,846.39,0.0145,0.06248,2.4275
17.26,0.01975,0.024,874.13,1.0,874.13,0.0288,0.11533,0.1779
8.07,0.00781,0.029,993.01,0.96128,1033.01,0.0192,0.10035,0.345
0.29,0.00026,0.033,1027.96,0.9278,1107.96,0.0158,0.0764,0.2529
30.47,0.0353,0.031,963.08,1.11586,863.08,0.0107,0.04065,5.4365
0.02,2e-05,0.023,1117.97,0.94906,1177.97,0.0242,0.03476,0.3049
0.0,0.0,0.035,809.72,0.93101,869.72,0.0247,0.0511,0.1844
96.09,0.11959,0.027,903.49,1.12446,803.49,0.0146,0.08047,0.3165
39.22,0.03621,0.021,1123.01,1.03693,1083.01,0.0117,0.05374,0.0752
64.13,0.05721,0.022,1160.9,1.03569,1120.9,0.0282,0.08749,0.9095
174.91,0.16555,0.026,1156.56,1.09465,1056.56,0.0142,0.41511,0.461
38.05,0.03961,0.021,980.71,1.02082,960.71,0.0167,0.07826,0.9925
0.0,0.0,0.025,824.64,0.95374,864.64,0.0283,0.04011,0.0635
202.6,0.18179,0.025,1154.45,1.03589,1114.45,0.012,0.49137,0.7455
19.5,0.0158,0.021,1194.33,0.96759,1234.33,0.0245,0.02695,5.2709
0.0,0.0,0.033,1073.49,0.93065,1153.49,0.0281,0.05984,0.0695
15.98,0.01613,0.034,910.88,0.91926,990.88,0.0153,0.1399,0.9082
59.57,0.06781,0.021,918.54,1.04553,878.54,0.0273,0.09852,0.9069
0.25,0.00022,0.021,1058.59,0.92974,1138.59,0.0211,0.07329,0.2253
1.64,0.00186,0.03,842.64,0.95468,882.64,0.0113,0.11,0.1229
34.53,0.03693,0.021,934.9,1.0,934.9,0.0211,0.09676,0.9513
43.86,0.05054,0.026,887.8,1.02305,867.8,0.0161,0.22532,0.1865
102.82,0.11645,0.028,982.99,1.11325,882.99,0.0263,0.1357,0.4323
1.7,0.00169,0.027,928.76,0.92069,1008.76,0.0294,0.11916,0.2205
99.06,0.11653,0.026,950.06,1.11764,850.06,0.0109,0.17419,0.152
98.08,0.09774,0.034,1103.47,1.09965,1003.47,0.0173,0.13757,0.1187
59.18,0.06652,0.026,949.65,1.06744,889.65,0.0116,0.04275,0.057
0.44,0.00042,0.023,997.26,0.96144,1037.26,0.0218,0.03412,0.4768
69.99,0.07454,0.023,979.02,1.0426,939.02,0.0298,0.06982,2.3562
0.16,0.00014,0.03,1093.26,0.94797,1153.26,0.013,0.0261,2.68
3.89,0.00442,0.027,860.97,0.9773,880.97,0.0191,0.12905,0.0635
3.16,0.00281,0.033,1063.84,0.94661,1123.84,0.0229,0.16761,0.0817
0.01,1e-05,0.025,1008.25,0.96184,1048.25,0.0105,0.02652,0.2884
98.81,0.13793,0.034,816.4,1.13959,716.4,0.0292,0.06401,0.1751
100.04,0.1022,0.026,1078.91,1.10215,978.9100000000001,0.0217,0.14629,0.1506
60.01,0.06209,0.026,1026.56,1.06208,966.56,0.0277,0.03195,0.0636
68.74,0.06902,0.029,1056.0,1.06024,996.0,0.0224,0.11321,0.5583
0.0,0.0,0.035,931.44,0.93948,991.44,0.0196,0.0256,0.1162
37.88,0.04315,0.033,857.8,0.97722,877.8,0.0254,0.12641,1.4745
14.36,0.013,0.029,1104.5,1.0,1104.5,0.0257,0.08038,0.1733
6.6,0.00606,0.029,1088.41,1.0,1088.41,0.0259,0.04605,0.116
43.83,0.04534,0.031,986.79,1.02069,966.79,0.0153,0.15764,0.3519
0.0,0.0,0.021,923.19,0.92025,1003.19,0.0137,0.0673,0.0865
0.0,0.0,0.024,1113.6,0.93298,1193.6,0.0176,0.06309,0.0683
134.36,0.13351,0.023,1046.35,1.03975,1006.3499999999999,0.0268,0.18942,2.256
80.93,0.08546,0.031,1027.03,1.08447,947.03,0.016,0.21151,0.0749
2.52,0.00257,0.031,901.71,0.91851,981.71,0.0178,0.20322,0.1003
68.69,0.08636,0.033,855.39,1.07543,795.39,0.0277,0.16757,0.3362
0.54,0.0005,0.031,1006.45,0.92637,1086.45,0.0103,0.13647,0.0954
126.13,0.12023,0.021,1069.03,1.01907,1049.03,0.0288,0.23314,1.3521
0.02,2e-05,0.035,868.58,0.95598,908.58,0.0288,0.0328,0.2806
99.79,0.09297,0.031,1173.31,1.09317,1073.31,0.0196,0.19543,0.0617
48.36,0.0594,0.023,814.2,1.0,814.2,0.0137,0.09531,5.483
1.99,0.00186,0.025,1049.52,0.9813,1069.52,0.0166,0.02105,2.9598
32.03,0.02944,0.034,1087.85,1.0,1087.85,0.0141,0.20097,0.1497
110.96,0.09787,0.029,1193.79,1.05292,1133.79,0.0105,0.15812,2.2777
36.16,0.03571,0.026,1032.59,1.01975,1012.5899999999999,0.023,0.14956,0.1734
86.81,0.09591,0.03,985.16,1.08838,905.16,0.0235,0.15117,0.4184
70.55,0.06318,0.034,1096.59,0.98209,1116.59,0.0292,0.09572,8.1544
14.21,0.01131,0.029,1176.23,0.93632,1256.23,0.0258,0.10491,0.7522
0.06,7e-05,0.024,801.13,0.95244,841.13,0.0209,0.06589,0.1041
0.04,4e-05,0.029,853.4,0.95523,893.4,0.0102,0.07151,0.0711
19.94,0.02191,0.034,850.23,0.93408,910.23,0.029,0.15277,0.7081
0.26,0.00025,0.02,1006.06,0.98051,1026.06,0.0209,0.01782,0.4427
0.0,0.0,0.029,814.16,0.91053,894.16,0.0294,0.09608,0.0596
20.03,0.02134,0.031,958.57,1.02131,938.57,0.0224,0.04549,0.2022
47.19,0.04175,0.032,1170.21,1.03539,1130.21,0.0147,0.15623,0.1101
3.56,0.0038,0.026,897.55,0.95734,937.55,0.0227,0.11228,0.1608
17.15,0.0146,0.03,1194.36,1.01703,1174.36,0.0167,0.01934,0.1873
1.89,0.0019,0.028,932.66,0.93956,992.66,0.0218,0.12427,0.1442
59.12,0.07008,0.033,903.57,1.07113,843.57,0.0172,0.08238,0.0576
45.95,0.04154,0.02,1126.28,1.01808,1106.28,0.0159,0.18637,0.1853
49.73,0.04832,0.021,1049.16,1.01943,1029.16,0.0273,0.25265,0.1356
98.16,0.11869,0.032,927.0,1.12092,827.0,0.0272,0.0971,0.2971
66.53,0.07922,0.022,899.79,1.07145,839.79,0.0154,0.14151,0.3573
10.74,0.01281,0.026,838.18,1.0,838.18,0.0124,0.10184,0.1118
0.0,0.0,0.028,894.68,0.91792,974.68,0.0252,0.0726,0.0619
28.47,0.03559,0.032,819.9,1.025,799.9,0.0143,0.09899,0.4407
5.95,0.00499,0.027,1171.79,0.98322,1191.79,0.0261,0.07983,0.1336
2.05,0.00187,0.032,1055.59,0.96349,1095.59,0.0181,0.09641,0.116
97.69,0.11441,0.028,953.84,1.11712,853.84,0.0141,0.07445,0.1582
0.31,0.0003,0.03,985.22,0.96098,1025.22,0.0251,0.07248,0.0945
103.65,0.12563,0.029,885.03,1.07272,825.03,0.0284,0.29385,0.5092
119.94,0.12699,0.03,904.46,0.95765,944.46,0.0109,0.28587,2.4817
8.96,0.01092,0.023,820.39,1.0,820.39,0.0173,0.0652,0.1959
8.32,0.00872,0.031,893.69,0.93709,953.69,0.0135,0.22406,0.1285
21.78,0.02028,0.029,1093.97,1.01862,1073.97,0.0231,0.04568,0.2752
31.76,0.02543,0.025,1168.75,0.93594,1248.75,0.0258,0.21421,0.3869
0.15,0.00012,0.02,1198.89,0.95234,1258.89,0.017,0.05386,0.18
83.94,0.08156,0.035,1109.13,1.07774,1029.13,0.0184,0.12144,0.7301
19.75,0.02052,0.034,982.59,1.02078,962.59,0.0222,0.04481,0.2746
0.0,0.0,0.031,1162.49,0.93561,1242.49,0.0297,0.03276,0.3376
0.81,0.00076,0.029,990.18,0.92525,1070.1799999999998,0.0124,0.10577,0.1952
15.1,0.01547,0.035,976.24,1.0,976.24,0.0251,0.14062,0.0803
63.69,0.07034,0.033,985.43,1.08836,905.43,0.011,0.08842,2.6616
0.03,3e-05,0.034,936.43,0.93979,996.43,0.0271,0.05918,0.1611
5.46,0.00477,0.032,1085.17,0.94761,1145.17,0.0283,0.06118,0.9077
64.16,0.05808,0.033,1144.65,1.03621,1104.65,0.0145,0.28542,0.1123
23.87,0.02447,0.027,995.43,1.0205,975.43,0.0207,0.05928,0.3165
28.51,0.03088,0.026,843.31,0.91336,923.31,0.0262,0.1699,1.0454
4.09,0.00354,0.02,1116.81,0.96542,1156.81,0.0199,0.08819,0.1848
0.02,2e-05,0.034,935.43,0.97907,955.43,0.0152,0.02227,0.1873
0.0,0.0,0.03,929.75,0.95875,969.75,0.0238,0.03546,0.1348
6.43,0.00597,0.023,1077.05,1.0,1077.05,0.0207,0.02484,0.4311
8.17,0.00739,0.021,1105.86,1.0,1105.86,0.0239,0.04092,0.1912
0.0,0.0,0.03,958.45,0.92296,1038.45,0.0135,0.0442,0.2546
12.33,0.01223,0.023,947.93,0.94047,1007.93,0.0175,0.10413,0.7795
39.38,0.03882,0.028,1054.51,1.03943,1014.51,0.0215,0.05159,0.0845
20.2,0.0198,0.028,1019.96,1.0,1019.96,0.0147,0.16234,0.1003
25.45,0.02703,0.021,921.55,0.97876,941.55,0.0132,0.16642,0.3333
0.0,0.0,0.031,899.73,0.95743,939.73,0.0205,0.03354,0.1433
58.85,0.0741,0.024,854.17,1.07555,794.17,0.0161,0.0864,0.2148
82.8,0.09985,0.034,929.22,1.1206,829.22,0.0116,0.07703,0.9606
2.41,0.00262,0.031,941.43,1.02171,921.43,0.0134,0.01258,1.8422
99.86,0.10923,0.025,1014.21,1.10938,914.21,0.0259,0.0506,0.0825
68.92,0.07264,0.021,1008.76,1.06324,948.76,0.0148,0.15412,0.2839
67.97,0.06072,0.029,1179.42,1.0536,1119.42,0.0253,0.24636,0.0657
32.41,0.03155,0.035,1047.16,1.01947,1027.16,0.0154,0.10369,0.366
0.01,1e-05,0.022,870.82,0.91586,950.82,0.0261,0.10508,0.078
67.5,0.07956,0.031,908.37,1.07072,848.37,0.0249,0.11261,0.7293
10.46,0.0108,0.026,968.86,1.0,968.86,0.0182,0.08829,0.1013
99.26,0.13092,0.029,858.16,1.1319,758.16,0.0147,0.03994,0.0536
98.46,0.10543,0.03,1033.92,1.10708,933.9200000000001,0.0251,0.09684,0.5137
6.58,0.00678,0.022,971.1,1.0,971.1,0.0273,0.04929,0.1094
0.01,1e-05,0.029,846.39,0.91364,926.39,0.0152,0.02681,2.0596
0.0,0.0,0.029,874.21,0.95625,914.21,0.023,0.02694,0.2463
28.17,0.02519,0.023,1138.39,1.01788,1118.39,0.0212,0.08017,0.2151
24.81,0.02929,0.034,867.09,1.02361,847.09,0.0261,0.07135,0.3612
36.25,0.03608,0.033,1024.66,1.01991,1004.6600000000001,0.0157,0.09473,0.7663
0.0,0.0,0.025,880.23,0.91669,960.23,0.0106,0.06372,0.0735
10.59,0.01101,0.035,921.73,0.95841,961.73,0.0137,0.13466,0.3035
6.26,0.00751,0.032,813.16,0.976,833.16,0.0293,0.07285,0.3624
44.77,0.05118,0.028,914.68,1.04573,874.68,0.0186,0.07269,1.2508
0.85,0.00083,0.029,1000.91,0.98041,1020.91,0.0134,0.0681,0.0593
130.81,0.11788,0.022,1169.67,1.05407,1109.67,0.0143,0.2755,0.682
68.62,0.06305,0.031,1168.28,1.07351,1088.28,0.0136,0.04319,0.5565
76.55,0.08727,0.029,957.12,1.09121,877.12,0.0154,0.08016,0.2641
0.01,1e-05,0.023,1186.75,0.95187,1246.75,0.0123,0.03897,0.1786
18.89,0.01586,0.035,1170.68,0.9832,1190.68,0.0253,0.0914,0.4955
42.01,0.03632,0.022,1196.73,1.03458,1156.73,0.0266,0.0443,0.2783
39.8,0.0348,0.032,1143.81,1.0,1143.81,0.0289,0.09928,0.877
98.73,0.09789,0.022,1108.59,1.09915,1008.5899999999999,0.0187,0.07599,0.2454
14.39,0.01427,0.03,928.4,0.92067,1008.4,0.024,0.14493,0.6337
77.54,0.08364,0.027,1007.03,1.0863,927.03,0.0171,0.04611,0.2181
50.54,0.04729,0.029,1088.66,1.01872,1068.66,0.0116,0.16583,0.3849
2.05,0.00234,0.029,874.9,1.0,874.9,0.0103,0.02407,0.1236
78.65,0.0867,0.034,987.12,1.08819,907.12,0.0184,0.04474,0.0804
39.67,0.0383,0.031,1075.79,1.03862,1035.79,0.0193,0.06593,0.3395
12.71,0.01288,0.03,987.03,1.0,987.03,0.02,0.10327,0.1063
13.42,0.01352,0.028,992.7,1.0,992.7,0.0273,0.09766,0.1219
78.99,0.07333,0.027,1157.13,1.07427,1077.13,0.0144,0.0861,0.0645
25.17,0.02311,0.024,1029.03,0.94491,1089.03,0.0265,0.07105,2.6587
14.95,0.01396,0.033,1071.27,1.0,1071.27,0.0191,0.04671,1.9491
1.69,0.00164,0.028,1012.31,0.98063,1032.31,0.0262,0.05837,0.1155
79.17,0.07802,0.025,1094.76,1.07884,1014.76,0.022,0.07804,0.224
1.15,0.00128,0.021,855.14,0.95531,895.14,0.0135,0.03447,1.2643
11.24,0.01113,0.026,950.26,0.94061,1010.26,0.0121,0.11587,0.6183
