C,C/K,D,S,S/K,k,r,sigma,t
81.87,0.07423,0.027,1182.93,1.07253,1102.93,0.0157,0.10229,0.5764
30.57,0.03208,0.033,972.94,1.02099,952.94,0.0199,0.06557,1.6471
11.86,0.01218,0.027,933.44,0.95891,973.44,0.0151,0.08442,0.9364
0.04,4e-05,0.03,958.74,0.92298,1038.74,0.0272,0.03081,1.0586
0.0,0.0,0.026,802.45,0.95252,842.45,0.0128,0.01917,0.0986
98.03,0.12573,0.034,879.7,1.12825,779.7,0.0208,0.03398,0.1442
0.28,0.00027,0.021,960.78,0.94122,1020.78,0.0155,0.05688,0.3061
0.0,0.0,0.023,928.45,0.9393,988.45,0.0245,0.03435,0.0505
0.0,0.0,0.033,946.8,0.90447,1046.8,0.0155,0.03046,0.169
64.18,0.07017,0.027,974.59,1.0656,914.59,0.0219,0.19519,0.1025
101.55,0.11997,0.023,946.45,1.11814,846.45,0.0199,0.16377,0.2405
1.1,0.00095,0.027,1160.66,1.0,1160.66,0.0145,0.01305,0.0625
29.57,0.03095,0.03,975.41,1.02093,955.41,0.0274,0.12049,0.1546
87.2,0.09129,0.029,1035.23,1.08375,955.23,0.0168,0.1676,0.3376
34.45,0.03218,0.033,1110.57,1.03736,1070.57,0.0159,0.04865,0.5362
79.3,0.08334,0.027,1031.54,1.08407,951.54,0.0202,0.10711,0.2139
45.98,0.04599,0.027,979.68,0.97999,999.68,0.0143,0.31784,0.2049
0.07,6e-05,0.026,1104.86,0.917,1204.86,0.0146,0.10844,0.1025
83.53,0.10873,0.027,848.22,1.10414,768.22,0.0201,0.17931,0.2622
39.54,0.03756,0.031,1072.6,1.019,1052.6,0.0122,0.22808,0.0943
0.0,0.0,0.032,1007.85,0.92646,1087.85,0.02,0.04808,0.1957
17.93,0.01802,0.022,994.85,1.0,994.85,0.0247,0.16427,0.0751
0.0,0.0,0.028,1084.14,0.93128,1164.14,0.0159,0.04376,0.0601
41.21,0.0438,0.034,980.91,1.04251,940.91,0.0271,0.12701,0.071
38.88,0.04724,0.032,863.08,1.0486,823.08,0.0253,0.04605,0.1707
26.93,0.03415,0.028,808.56,1.02536,788.56,0.0214,0.07201,0.5893
56.25,0.04992,0.034,1186.72,1.05325,1126.72,0.0125,0.04525,0.1437
31.59,0.02677,0.027,1179.94,1.0,1179.94,0.0186,0.06929,1.4687
64.59,0.05937,0.024,1107.92,1.01838,1087.92,0.0144,0.25372,0.2525
3.19,0.00351,0.026,910.08,1.0,910.08,0.0117,0.0315,0.117
11.62,0.01438,0.027,807.95,1.0,807.95,0.0162,0.09055,0.1819
0.01,1e-05,0.03,929.75,0.90289,1029.75,0.0205,0.11469,0.0832
0.14,0.00015,0.031,849.07,0.89463,949.07,0.0266,0.05423,0.8241
69.1,0.06456,0.029,1130.29,1.05606,1070.29,0.0155,0.17841,0.1788
5.08,0.00486,0.027,945.83,0.90438,1045.83,0.0151,0.20908,0.1739
29.66,0.03566,0.027,811.78,0.97596,831.78,0.0187,0.24314,0.2488
82.75,0.08399,0.032,1085.22,1.1015,985.22,0.0233,0.04418,1.705
57.66,0.05215,0.028,1165.65,1.05427,1105.65,0.0272,0.01913,0.9364
17.13,0.01673,0.033,1003.64,0.98046,1023.64,0.0294,0.0895,0.5582
0.55,0.00048,0.023,1124.47,0.98252,1144.47,0.0211,0.03486,0.1368
56.49,0.05537,0.026,1080.26,1.05881,1020.26,0.0156,0.05647,0.3643
100.4,0.12441,0.029,907.0,1.12392,807.0,0.0214,0.17671,0.2026
11.97,0.01135,0.027,1054.75,1.0,1054.75,0.0256,0.03943,0.5745
6.69,0.00619,0.028,1041.1,0.963,1081.1,0.0167,0.04767,1.8963
6.83,0.00834,0.032,898.83,1.0977,818.83,0.0157,0.05554,27.7256
0.0,0.0,0.031,1035.82,0.91196,1135.82,0.0104,0.07846,0.1289
79.96,0.10136,0.03,868.91,1.10141,788.91,0.0212,0.13898,0.2483
5.37,0.00437,0.028,1129.9,0.91869,1229.9,0.0117,0.10049,0.6365
99.13,0.10511,0.028,1043.07,1.10604,943.0699999999999,0.0243,0.04862,0.1391
4.35,0.00451,0.021,923.82,0.9585,963.82,0.0106,0.16249,0.0847
58.3,0.07516,0.035,855.64,1.10314,775.64,0.0179,0.02726,1.405
4.43,0.00392,0.022,1109.37,0.98229,1129.37,0.0124,0.07228,0.1462
1.96,0.00165,0.023,1089.28,0.91592,1189.28,0.011,0.07753,0.6562
61.54,0.05884,0.025,1105.95,1.05736,1045.95,0.0289,0.0505,0.4057
41.48,0.04542,0.022,953.27,1.0438,913.27,0.0269,0.12082,0.0705
0.1,8e-05,0.033,1152.46,0.93509,1232.46,0.0208,0.12016,0.0571
0.02,2e-05,0.031,1109.17,0.94868,1169.17,0.0119,0.04138,0.2542
97.21,0.08612,0.025,1068.79,0.94685,1128.79,0.0285,0.18391,2.5235
18.14,0.01789,0.033,1033.88,1.01973,1013.8800000000001,0.0232,0.01223,0.1764
80.0,0.08865,0.021,982.47,1.08865,902.47,0.0227,0.09018,0.102
2.07,0.00195,0.029,1002.24,0.94352,1062.24,0.0239,0.04963,0.9132
33.7,0.03321,0.033,1014.64,1.0,1014.64,0.0209,0.21405,0.1617
0.71,0.00072,0.027,904.8,0.91877,984.8,0.0285,0.09282,0.2672
55.68,0.05104,0.027,1150.98,1.055,1090.98,0.0229,0.01498,0.7203
3.27,0.00311,0.034,1011.16,0.96195,1051.1599999999999,0.0267,0.08244,0.2323
45.85,0.05916,0.028,815.06,1.05161,775.06,0.019,0.113,0.423
4.57,0.00382,0.03,1135.03,0.94979,1195.03,0.0169,0.04636,2.2135
18.65,0.01861,0.024,1002.27,1.0,1002.27,0.0185,0.12803,0.139
0.7,0.00065,0.032,1050.12,0.98131,1070.12,0.028,0.04344,0.1158
0.08,7e-05,0.032,1119.56,0.9655,1159.56,0.025,0.03293,0.2464
84.28,0.07778,0.029,1163.56,1.07383,1083.56,0.0172,0.14876,0.2492
39.03,0.04353,0.024,936.61,1.04461,896.61,0.0141,0.02721,0.0991
0.25,0.00027,0.027,848.41,0.91383,928.41,0.0227,0.06317,0.4815
52.34,0.0619,0.031,865.53,1.02365,845.53,0.0224,0.15372,0.766
78.82,0.10506,0.027,830.24,1.10663,750.24,0.0222,0.02161,0.2064
58.93,0.07593,0.03,836.1,1.07731,776.1,0.0281,0.03154,0.329
78.79,0.08488,0.02,988.22,1.06464,928.22,0.0209,0.20307,0.3007
45.8,0.04163,0.022,1140.05,1.03636,1100.05,0.0264,0.13204,0.1063
10.42,0.01023,0.024,1018.94,1.0,1018.94,0.0261,0.09026,0.0797
0.73,0.00079,0.024,846.37,0.91364,926.37,0.0249,0.12618,0.1667
0.0,0.0,0.027,1071.63,0.91465,1171.63,0.0102,0.02639,0.0696
12.87,0.0127,0.032,953.7,0.94081,1013.7,0.0149,0.26055,0.1219
0.05,4e-05,0.028,1139.18,0.93438,1219.18,0.0101,0.058,0.2347
3.02,0.00259,0.023,1088.12,0.93151,1168.12,0.0251,0.13188,0.1774
78.69,0.08113,0.025,1049.92,1.08248,969.9200000000001,0.0236,0.056,0.4973
80.01,0.10807,0.023,820.35,1.10806,740.35,0.0254,0.11241,0.1068
0.0,0.0,0.033,839.69,0.95453,879.69,0.0252,0.02675,0.0751
0.54,0.00047,0.035,1085.19,0.94761,1145.19,0.0146,0.08837,0.13
0.2,0.00019,0.031,970.42,0.94177,1030.42,0.0266,0.11893,0.0592
95.68,0.10689,0.03,995.14,1.11171,895.14,0.0214,0.01669,0.4074
79.89,0.07729,0.024,1113.7,1.07739,1033.7,0.0242,0.08742,0.0628
44.19,0.04609,0.022,998.75,1.04172,958.75,0.0204,0.05776,0.766
60.21,0.05535,0.022,1147.77,1.05516,1087.77,0.0243,0.06633,0.1156
26.37,0.03012,0.022,815.6,0.93148,875.6,0.023,0.29025,0.2713
59.48,0.0659,0.027,962.52,1.06648,902.52,0.0181,0.11262,0.0831
78.94,0.08002,0.027,1066.55,1.08109,986.55,0.0103,0.05017,0.0572
6.3,0.00633,0.021,935.52,0.93973,995.52,0.0127,0.14025,0.242
22.04,0.02569,0.031,837.77,0.97668,857.77,0.0273,0.13922,0.4598
34.34,0.03752,0.035,955.27,1.0437,915.27,0.0256,0.03079,0.6475
0.08,8e-05,0.034,991.48,0.94294,1051.48,0.0138,0.07121,0.1321
38.95,0.03384,0.029,1190.89,1.03476,1150.89,0.0151,0.05969,0.0677
3.48,0.00301,0.026,1055.06,0.91342,1155.06,0.0183,0.0909,0.6375
99.54,0.0975,0.026,1120.93,1.09795,1020.9300000000001,0.0277,0.03197,0.5318
73.27,0.09769,0.025,810.02,1.08,750.02,0.0232,0.11355,1.2772
77.51,0.10514,0.029,817.21,1.10852,737.21,0.0169,0.05488,0.2223
18.27,0.01682,0.023,1086.18,1.0,1086.18,0.0186,0.07155,0.3887
97.84,0.10318,0.034,1048.26,1.10546,948.26,0.0206,0.11227,0.9544
35.26,0.03173,0.028,1131.22,1.018,1111.22,0.0211,0.07059,0.8242
1.47,0.00148,0.034,895.71,0.89957,995.71,0.0299,0.25586,0.0676
72.32,0.08907,0.024,851.94,1.04926,811.94,0.0256,0.40203,0.1403
61.51,0.05779,0.024,1124.33,1.05637,1064.33,0.0229,0.12248,0.1091
5.34,0.00488,0.026,1074.18,0.98172,1094.18,0.011,0.06656,0.2456
97.84,0.1336,0.027,832.33,1.13655,732.33,0.0123,0.0218,0.1608
98.13,0.10252,0.03,1057.17,1.10447,957.1700000000001,0.0134,0.01313,0.0994
0.42,0.00034,0.021,1165.07,0.95102,1225.07,0.0204,0.07828,0.1223
11.2,0.00929,0.023,1166.12,0.96684,1206.12,0.0272,0.13182,0.178
79.83,0.07405,0.023,1018.07,0.94434,1078.0700000000002,0.0253,0.55684,0.214
0.0,0.0,0.021,827.24,0.93237,887.24,0.0201,0.03782,0.084
6.84,0.00755,0.023,866.04,0.95585,906.04,0.0132,0.15879,0.1465
77.84,0.08456,0.032,1000.51,1.08691,920.51,0.0236,0.07354,0.2207
19.46,0.02428,0.023,821.41,1.02496,801.41,0.0113,0.02557,0.0547
40.73,0.0375,0.022,1126.0,1.03683,1086.0,0.0271,0.02622,0.1578
99.23,0.09169,0.025,1182.19,1.09241,1082.19,0.0194,0.05208,0.0906
28.12,0.02205,0.035,1195.4,0.93727,1275.4,0.0255,0.10142,1.9322
22.01,0.02428,0.02,926.38,1.02207,906.38,0.0196,0.08584,0.0754
0.0,0.0,0.026,1162.99,0.93564,1242.99,0.0232,0.01866,0.122
6.93,0.00591,0.027,1151.9,0.98293,1171.9,0.0241,0.06041,0.2961
78.05,0.08743,0.021,952.67,1.06721,892.67,0.0235,0.17708,0.403
38.4,0.0455,0.035,883.91,1.0474,843.91,0.0167,0.0769,0.1287
5.41,0.00574,0.024,922.63,0.97878,942.63,0.0182,0.09343,0.1469
0.0,0.0,0.03,926.17,0.92049,1006.17,0.0284,0.03919,0.0848
65.69,0.0547,0.03,1100.97,0.91673,1200.97,0.0253,0.15988,2.6572
100.16,0.12299,0.022,914.39,1.12279,814.39,0.0283,0.03159,0.054
51.09,0.05035,0.034,1074.62,1.05914,1014.6199999999999,0.0164,0.01887,0.4528
10.17,0.00966,0.025,1052.82,1.0,1052.82,0.0181,0.10005,0.0613
0.37,0.0004,0.026,824.69,0.89186,924.69,0.0239,0.11884,0.2235
71.78,0.069,0.034,1020.26,0.98077,1040.26,0.0236,0.24946,0.7125
72.84,0.08342,0.034,953.14,1.09162,873.14,0.0176,0.02715,0.4244
19.63,0.02285,0.022,879.01,1.02328,859.01,0.015,0.0335,1.1984
12.42,0.01282,0.022,868.53,0.89675,968.53,0.0122,0.06925,6.3876
0.56,0.00049,0.023,1055.56,0.92955,1135.56,0.0146,0.07141,0.3293
113.61,0.10485,0.02,1163.56,1.07383,1083.56,0.0139,0.24629,0.3908
60.37,0.06541,0.02,982.92,1.06501,922.92,0.025,0.10545,0.0724
0.03,3e-05,0.027,878.57,0.91654,958.57,0.0213,0.11854,0.073
17.17,0.01398,0.034,1187.77,0.96742,1227.77,0.0167,0.06971,2.1933
0.04,4e-05,0.028,981.77,0.92465,1061.77,0.0275,0.10689,0.0789
1.55,0.00129,0.035,1141.51,0.95006,1201.51,0.0141,0.14406,0.0667
7.19,0.00731,0.03,983.45,1.0,983.45,0.0129,0.06993,0.0825
29.34,0.03226,0.035,929.36,1.02199,909.36,0.02,0.07929,0.7076
98.04,0.0966,0.028,1114.88,1.09853,1014.8800000000001,0.0206,0.09748,0.4646
20.09,0.02573,0.025,800.72,1.02562,780.72,0.0263,0.03899,0.0892
21.88,0.02514,0.033,890.24,1.02298,870.24,0.0255,0.0638,0.1998
20.47,0.02175,0.034,961.12,1.02125,941.12,0.0293,0.03138,0.9203
19.52,0.0204,0.034,976.84,1.0209,956.84,0.0262,0.03582,0.4145
58.34,0.05942,0.035,1041.85,1.06111,981.8499999999999,0.0166,0.05324,0.0825
0.31,0.00036,0.021,839.39,0.97673,859.39,0.0243,0.01214,1.1569
99.41,0.10198,0.032,1074.77,1.10259,974.77,0.0233,0.11672,0.0506
40.81,0.03696,0.03,1144.17,1.03623,1104.17,0.0119,0.10231,0.1061
81.49,0.08017,0.029,1036.52,1.01967,1016.52,0.0292,0.16886,1.1381
27.38,0.02427,0.026,1148.22,1.01773,1128.22,0.0254,0.10343,0.109
44.21,0.03782,0.032,1189.0,1.01711,1169.0,0.0176,0.10186,0.7403
49.15,0.0498,0.027,1026.93,1.04053,986.9300000000001,0.0104,0.12574,0.3301
36.6,0.04432,0.033,805.87,0.97578,825.87,0.0106,0.44098,0.1067
0.22,0.00025,0.026,856.35,0.95537,896.35,0.0105,0.05763,0.19
10.48,0.01005,0.021,1042.62,1.0,1042.62,0.011,0.08814,0.0892
3.62,0.0031,0.028,1108.32,0.94864,1168.32,0.0221,0.075,0.4297
46.16,0.04645,0.022,1033.76,1.04025,993.76,0.0241,0.05482,0.7722
0.02,2e-05,0.023,947.26,0.90451,1047.26,0.0117,0.05636,0.3995
110.08,0.09332,0.035,1139.54,0.96609,1179.54,0.0269,0.47168,0.3682
77.31,0.09251,0.026,915.68,1.09573,835.68,0.015,0.02982,0.2399
22.07,0.01903,0.03,1179.99,1.01724,1159.99,0.0278,0.02986,0.6035
1.26,0.0012,0.033,989.14,0.94281,1049.1399999999999,0.0148,0.07031,0.3854
78.2,0.07484,0.025,1124.95,1.07656,1044.95,0.0106,0.07588,0.1063
110.95,0.15309,0.028,804.75,1.11038,724.75,0.0111,0.18752,2.5838
25.71,0.02335,0.034,1101.26,1.0,1101.26,0.0101,0.13417,0.2404
9.35,0.00758,0.024,1192.75,0.96755,1232.75,0.025,0.13693,0.1343
0.0,0.0,0.028,1006.54,0.92637,1086.54,0.0201,0.05157,0.2219
76.79,0.1048,0.026,812.74,1.10918,732.74,0.0247,0.05429,1.6798
65.28,0.07406,0.021,961.47,1.09076,881.47,0.0153,0.02833,2.4012
115.01,0.11527,0.021,1077.71,1.08018,997.71,0.0193,0.20184,0.7125
97.63,0.11397,0.026,956.66,1.11673,856.66,0.015,0.04504,0.198
97.54,0.12944,0.022,853.54,1.13271,753.54,0.0129,0.07844,0.2747
1.66,0.00161,0.025,932.75,0.90317,1032.75,0.0267,0.07555,0.7432
92.66,0.08551,0.028,1183.62,1.09228,1083.62,0.0179,0.06627,0.673
77.96,0.0765,0.029,1099.08,1.0785,1019.0799999999999,0.0112,0.09813,0.1056
8.91,0.0087,0.028,1003.91,0.98047,1023.91,0.0113,0.15387,0.0798
0.74,0.00069,0.03,971.35,0.90666,1071.35,0.0161,0.21377,0.0643
0.0,0.0,0.023,960.19,0.94119,1020.19,0.0242,0.03476,0.3049
0.0,0.0,0.035,809.72,0.93101,869.72,0.0247,0.0511,0.1844
96.09,0.11959,0.027,903.49,1.12446,803.49,0.0146,0.08047,0.3165
39.22,0.03621,0.021,1123.01,1.03693,1083.01,0.0117,0.05374,0.0752
64.13,0.05721,0.022,1160.9,1.03569,1120.9,0.0282,0.08749,0.9095
174.91,0.16555,0.026,1156.56,1.09465,1056.56,0.0142,0.41511,0.461
38.05,0.03961,0.021,980.71,1.02082,960.71,0.0167,0.07826,0.9925
0.0,0.0,0.025,824.64,0.95374,864.64,0.0283,0.04011,0.0635
202.6,0.18179,0.025,1154.45,1.03589,1114.45,0.012,0.49137,0.7455
19.5,0.0158,0.021,1194.33,0.96759,1234.33,0.0245,0.02695,5.2709
12.43,0.01059,0.033,1073.49,0.91478,1173.49,0.0113,0.09207,2.2822
45.88,0.0462,0.024,1033.08,1.04028,993.0799999999999,0.0282,0.15588,0.0956
96.14,0.12465,0.03,871.3,1.12965,771.3,0.0112,0.08537,0.2223
107.33,0.10852,0.022,1089.04,1.10111,989.04,0.0114,0.20429,0.255
0.0,0.0,0.024,1034.83,0.91188,1134.83,0.0167,0.05243,0.2455
0.0,0.0,0.022,851.95,0.89495,951.95,0.0115,0.02742,0.2055
9.13,0.00853,0.025,1049.74,0.9813,1069.74,0.0282,0.11642,0.1223
8.9,0.00882,0.021,968.95,0.96035,1008.95,0.0269,0.22253,0.0724
45.24,0.04183,0.026,1121.56,1.03698,1081.56,0.0199,0.08436,0.3446
4.21,0.00368,0.033,1044.53,0.91263,1144.53,0.0178,0.13785,0.3112
20.19,0.02184,0.026,944.51,1.02163,924.51,0.0284,0.02902,0.0983
0.09,9e-05,0.023,991.28,0.96121,1031.28,0.0199,0.0442,0.1709
12.06,0.01067,0.031,1130.26,1.0,1130.26,0.019,0.10238,0.0742
12.89,0.01142,0.024,1048.93,0.92914,1128.93,0.0179,0.27164,0.1231
0.01,1e-05,0.021,943.02,0.90412,1043.02,0.0247,0.05842,0.3105
145.58,0.12831,0.028,1194.62,1.05288,1134.62,0.0289,0.30638,0.6617
79.88,0.08295,0.027,1042.94,1.08308,962.94,0.0272,0.08945,0.0615
0.21,0.00017,0.033,1143.83,0.93463,1223.83,0.0203,0.07007,0.2171
24.56,0.02291,0.029,1051.85,0.98134,1071.85,0.0109,0.11752,0.6015
0.81,0.00081,0.027,898.42,0.89984,998.42,0.0299,0.08626,0.4583
52.81,0.06896,0.029,825.82,1.07835,765.82,0.0256,0.03298,1.9904
98.3,0.13578,0.035,823.94,1.13813,723.94,0.0196,0.0256,0.1162
37.88,0.04315,0.033,857.8,0.97722,877.8,0.0254,0.12641,1.4745
14.36,0.013,0.029,1104.5,1.0,1104.5,0.0257,0.08038,0.1733
6.6,0.00606,0.029,1088.41,1.0,1088.41,0.0259,0.04605,0.116
43.83,0.04534,0.031,986.79,1.02069,966.79,0.0153,0.15764,0.3519
0.0,0.0,0.021,923.19,0.92025,1003.19,0.0137,0.0673,0.0865
0.0,0.0,0.024,1113.6,0.93298,1193.6,0.0176,0.06309,0.0683
0.9,0.00079,0.021,1046.35,0.91277,1146.35,0.0266,0.05149,0.931
23.41,0.02193,0.026,1067.45,1.0,1067.45,0.0277,0.06751,0.6527
0.01,1e-05,0.022,1113.67,0.98236,1133.67,0.0248,0.02369,0.0763
42.35,0.04006,0.028,1077.15,1.01892,1057.15,0.0273,0.10147,0.5587
78.58,0.07546,0.029,1081.3,1.03841,1041.3,0.0145,0.19375,0.5897
0.0,0.0,0.029,1050.88,0.94599,1110.88,0.0201,0.02352,0.0688
99.59,0.12998,0.025,866.22,1.13051,766.22,0.0246,0.03705,0.1474
1.35,0.00126,0.027,990.18,0.92525,1070.1799999999998,0.0221,0.20798,0.0585
59.93,0.06208,0.029,1025.34,1.06215,965.3399999999999,0.0297,0.05129,0.0666
46.38,0.05028,0.025,942.5,1.02168,922.5,0.0167,0.19894,0.2485
0.23,0.00021,0.034,1017.45,0.9271,1097.45,0.0109,0.08692,0.1849
87.84,0.09292,0.03,1025.33,1.08463,945.3299999999999,0.0235,0.15117,0.4184
0.55,0.00046,0.029,1096.59,0.91643,1196.59,0.0127,0.07126,0.4708
0.0,0.0,0.021,1140.16,0.96611,1180.16,0.0169,0.02137,0.0986
1.86,0.00176,0.033,1017.33,0.96217,1057.33,0.025,0.05795,0.3394
0.04,4e-05,0.031,981.19,0.96083,1021.19,0.0243,0.04615,0.1349
79.06,0.07182,0.026,1180.79,1.07268,1100.79,0.0257,0.02234,0.3935
96.46,0.10585,0.034,1011.29,1.10973,911.29,0.0113,0.14086,0.2698
65.85,0.08592,0.03,826.43,1.07829,766.43,0.022,0.33996,0.0577
0.02,2e-05,0.025,1123.36,0.93352,1203.36,0.021,0.09877,0.0632
0.13,0.0001,0.026,1171.72,0.92137,1271.72,0.0239,0.13048,0.0712
8.08,0.00706,0.025,1144.66,1.0,1144.66,0.0232,0.07523,0.0563
36.9,0.0414,0.033,931.3,1.04488,891.3,0.0228,0.04277,0.3544
99.66,0.11151,0.028,993.76,1.11189,893.76,0.0263,0.02808,0.0796
0.0,0.0,0.03,1189.53,0.92245,1289.53,0.0172,0.03215,0.0789
45.54,0.0498,0.021,934.54,1.02187,914.54,0.0273,0.25265,0.1356
98.16,0.11869,0.032,927.0,1.12092,827.0,0.0272,0.0971,0.2971
66.53,0.07922,0.022,899.79,1.07145,839.79,0.0154,0.14151,0.3573
10.74,0.01281,0.026,838.18,1.0,838.18,0.0124,0.10184,0.1118
0.0,0.0,0.028,894.68,0.91792,974.68,0.0252,0.0726,0.0619
28.47,0.03559,0.032,819.9,1.025,799.9,0.0143,0.09899,0.4407
5.95,0.00499,0.027,1171.79,0.98322,1191.79,0.0261,0.07983,0.1336
2.05,0.00187,0.032,1055.59,0.96349,1095.59,0.0181,0.09641,0.116
97.69,0.11441,0.028,953.84,1.11712,853.84,0.0141,0.07445,0.1582
0.31,0.0003,0.03,985.22,0.96098,1025.22,0.0251,0.07248,0.0945
103.65,0.12563,0.029,885.03,1.07272,825.03,0.0284,0.29385,0.5092
119.94,0.12699,0.03,904.46,0.95765,944.46,0.0109,0.28587,2.4817
8.96,0.01092,0.023,820.39,1.0,820.39,0.0173,0.0652,0.1959
8.32,0.00872,0.031,893.69,0.93709,953.69,0.0135,0.22406,0.1285
0.0,0.0,0.025,1093.97,0.91625,1193.97,0.0102,0.01933,0.1253
30.19,0.02974,0.035,995.0,0.9803,1015.0,0.0171,0.11647,1.0611
0.01,1e-05,0.032,850.4,0.97702,870.4,0.0105,0.03833,0.0599
14.68,0.01212,0.027,1151.4,0.95047,1211.4,0.0298,0.20871,0.1429
120.94,0.1417,0.034,913.51,1.0703,853.51,0.028,0.26499,1.047
2.61,0.00209,0.027,1186.45,0.95186,1246.45,0.025,0.08243,0.243
79.45,0.07604,0.027,1124.86,1.07657,1044.86,0.0226,0.07561,0.0818
1.39,0.00143,0.027,932.67,0.95888,972.67,0.0296,0.0438,0.5204
40.55,0.03637,0.021,1155.0,1.03587,1115.0,0.024,0.02589,0.2178
17.82,0.01552,0.031,1148.02,1.0,1148.02,0.0288,0.05718,0.5117
46.15,0.0417,0.028,1146.71,1.03614,1106.71,0.0206,0.07052,0.6914
99.39,0.13361,0.032,843.89,1.13443,743.89,0.0298,0.013,0.1273
78.76,0.10281,0.022,846.07,1.10443,766.07,0.0136,0.07964,0.1519
1.9,0.00161,0.023,1161.26,0.98307,1181.26,0.0288,0.04313,0.1608
8.64,0.00766,0.033,1088.32,0.96455,1128.32,0.0272,0.08438,0.428
60.02,0.07889,0.02,820.77,1.07887,760.77,0.0199,0.08819,0.1848
0.02,2e-05,0.034,935.43,0.97907,955.43,0.0152,0.02227,0.1873
0.0,0.0,0.03,929.75,0.95875,969.75,0.0238,0.03546,0.1348
6.43,0.00597,0.023,1077.05,1.0,1077.05,0.0207,0.02484,0.4311
0.01,1e-05,0.02,1105.86,0.91707,1205.86,0.0226,0.04948,0.3181
0.0,0.0,0.03,820.64,0.91117,900.64,0.0135,0.0442,0.2546
12.33,0.01223,0.023,947.93,0.94047,1007.93,0.0175,0.10413,0.7795
39.38,0.03882,0.028,1054.51,1.03943,1014.51,0.0215,0.05159,0.0845
20.2,0.0198,0.028,1019.96,1.0,1019.96,0.0147,0.16234,0.1003
25.45,0.02703,0.021,921.55,0.97876,941.55,0.0132,0.16642,0.3333
0.0,0.0,0.031,899.73,0.95743,939.73,0.0205,0.03354,0.1433
58.85,0.0741,0.024,854.17,1.07555,794.17,0.0161,0.0864,0.2148
82.8,0.09985,0.034,929.22,1.1206,829.22,0.0116,0.07703,0.9606
2.41,0.00262,0.031,941.43,1.02171,921.43,0.0134,0.01258,1.8422
99.86,0.10923,0.025,1014.21,1.10938,914.21,0.0259,0.0506,0.0825
68.92,0.07264,0.021,1008.76,1.06324,948.76,0.0148,0.15412,0.2839
67.97,0.06072,0.029,1179.42,1.0536,1119.42,0.0253,0.24636,0.0657
32.41,0.03155,0.035,1047.16,1.01947,1027.16,0.0154,0.10369,0.366
0.01,1e-05,0.022,870.82,0.91586,950.82,0.0261,0.10508,0.078
67.5,0.07956,0.031,908.37,1.07072,848.37,0.0249,0.11261,0.7293
10.46,0.0108,0.026,968.86,1.0,968.86,0.0182,0.08829,0.1013
99.26,0.13092,0.029,858.16,1.1319,758.16,0.0147,0.03994,0.0536
98.46,0.10543,0.03,1033.92,1.10708,933.9200000000001,0.0251,0.09684,0.5137
6.58,0.00678,0.022,971.1,1.0,971.1,0.0273,0.04929,0.1094
0.01,1e-05,0.029,846.39,0.91364,926.39,0.0152,0.02681,2.0596
0.0,0.0,0.029,874.21,0.95625,914.21,0.023,0.02694,0.2463
28.17,0.02519,0.023,1138.39,1.01788,1118.39,0.0212,0.08017,0.2151
24.81,0.02929,0.034,867.09,1.02361,847.09,0.0261,0.07135,0.3612
36.25,0.03608,0.033,1024.66,1.01991,1004.6600000000001,0.0157,0.09473,0.7663
0.0,0.0,0.025,880.23,0.91669,960.23,0.0106,0.06372,0.0735
10.59,0.01101,0.035,921.73,0.95841,961.73,0.0137,0.13466,0.3035
6.26,0.00751,0.032,813.16,0.976,833.16,0.0293,0.07285,0.3624
0.0,0.0,0.027,914.68,0.90145,1014.68,0.0105,0.04755,0.3068
326.98,0.31294,0.027,1064.87,1.01914,1044.87,0.0135,1.26365,0.3864
112.14,0.12091,0.029,987.48,1.06469,927.48,0.0235,0.24998,0.7678
24.14,0.02724,0.023,886.19,1.0,886.19,0.0269,0.17949,0.1428
15.56,0.01486,0.021,1007.43,0.96181,1047.4299999999998,0.0102,0.24054,0.1058
10.54,0.01045,0.03,988.88,0.98018,1008.88,0.0251,0.08566,0.3288
2.08,0.00174,0.034,1097.15,0.91647,1197.15,0.0237,0.14211,0.1784
77.84,0.10043,0.032,855.07,1.10322,775.07,0.0203,0.09107,0.1949
21.86,0.01941,0.034,1106.22,0.98224,1126.22,0.0202,0.12886,0.3332
2.92,0.0028,0.034,1001.9,0.96161,1041.9,0.0271,0.11289,0.1131
9.56,0.01029,0.025,909.01,0.97847,929.01,0.0123,0.1183,0.1842
18.22,0.01789,0.028,938.25,0.92143,1018.25,0.0233,0.17189,0.5365
9.89,0.01199,0.031,824.52,1.0,824.52,0.0187,0.13014,0.0566
54.16,0.04641,0.029,1186.99,1.01714,1166.99,0.0116,0.16583,0.3849
2.05,0.00234,0.029,874.9,1.0,874.9,0.0103,0.02407,0.1236
78.65,0.0867,0.034,987.12,1.08819,907.12,0.0184,0.04474,0.0804
39.67,0.0383,0.031,1075.79,1.03862,1035.79,0.0193,0.06593,0.3395
12.71,0.01288,0.03,987.03,1.0,987.03,0.02,0.10327,0.1063
14.73,0.01348,0.029,992.7,0.90848,1092.7,0.0146,0.12484,1.1158
44.71,0.05095,0.027,877.51,1.0,877.51,0.0298,0.29725,0.1849
0.02,2e-05,0.027,1080.03,0.94737,1140.03,0.0169,0.05226,0.1532
5.82,0.00567,0.029,966.46,0.94155,1026.46,0.0206,0.07053,0.974
46.54,0.04314,0.031,1078.87,1.0,1078.87,0.0247,0.22268,0.2479
