C,C/K,D,S,S/K,k,r,sigma,t
63.14,0.05118,0.029,1193.8,0.96758,1233.8,0.0139,0.18215,0.1839
83.2,0.08651,0.022,941.73,0.9792,961.73,0.0134,0.22519,0.6853
128.04,0.11445,0.034,998.76,0.89274,1118.76,0.0228,0.15089,0.3837
9.5,0.01369,0.039,813.91,1.17293,693.91,0.0272,0.23058,0.4474
9.87,0.00949,0.028,1160.04,1.11538,1040.04,0.0185,0.20743,0.2677
67.33,0.07553,0.038,871.49,0.97757,891.49,0.019,0.14545,0.9311
107.87,0.11002,0.032,920.44,0.9388,980.44,0.016,0.18264,0.9325
53.74,0.04499,0.026,1194.49,1.0,1194.49,0.0147,0.15938,0.4535
60.01,0.06171,0.03,912.43,0.9383,972.43,0.0284,0.04414,0.4253
17.32,0.0152,0.033,1179.7,1.0351,1139.7,0.0245,0.07086,0.8896
76.54,0.08527,0.036,837.63,0.93316,897.63,0.0194,0.20498,0.2677
13.0,0.01174,0.038,1187.45,1.07224,1107.45,0.0227,0.15623,0.3098
0.07,7e-05,0.02,1084.59,1.07963,1004.5899999999999,0.0294,0.05667,0.3174
48.01,0.05455,0.04,860.13,0.97728,880.13,0.0197,0.08928,0.8429
124.65,0.10896,0.024,1084.04,0.94755,1144.04,0.015,0.23352,0.7337
51.75,0.05483,0.034,943.9,1.0,943.9,0.0176,0.14421,0.743
98.64,0.0987,0.03,939.42,0.93997,999.42,0.0249,0.17756,0.8654
90.01,0.08095,0.023,1051.9,0.94604,1111.9,0.0295,0.19645,0.4771
121.58,0.1119,0.036,986.47,0.90796,1086.47,0.0163,0.18886,0.4308
17.79,0.01874,0.03,1049.27,1.10534,949.27,0.013,0.17582,0.5332
52.93,0.0489,0.026,1042.5,0.96305,1082.5,0.0215,0.14952,0.1966
142.62,0.11136,0.028,1180.7,0.92192,1280.7,0.026,0.18978,0.8417
35.48,0.03831,0.024,926.19,1.0,926.19,0.0141,0.23069,0.167
77.78,0.08674,0.021,816.72,0.91079,896.72,0.0265,0.04608,0.3391
87.46,0.08128,0.023,1076.01,1.0,1076.01,0.0168,0.20229,0.9811
0.0,0.0,0.038,871.56,1.15967,751.56,0.0223,0.04499,0.0678
110.19,0.11689,0.03,842.7,0.89392,942.7,0.0227,0.20856,0.3149
6.79,0.0067,0.023,1092.9,1.07898,1012.9000000000001,0.0274,0.12612,0.3814
0.0,0.0,0.034,1055.16,1.08204,975.1600000000001,0.0222,0.03683,0.2372
75.71,0.06199,0.029,1161.3,0.95087,1221.3,0.0218,0.09649,0.5884
0.24,0.00023,0.03,1109.6,1.05716,1049.6,0.0204,0.04053,0.4093
45.97,0.0443,0.027,1137.77,1.09636,1037.77,0.0263,0.20325,1.0022
82.67,0.09149,0.023,863.6,0.95573,903.6,0.0276,0.21988,0.6787
28.65,0.03049,0.036,959.69,1.02128,939.69,0.0262,0.10867,0.7433
62.84,0.05936,0.025,1058.56,1.0,1058.56,0.0289,0.16855,0.8637
54.07,0.05861,0.023,902.49,0.97832,922.49,0.0236,0.16981,0.5109
101.85,0.08228,0.034,1157.82,0.93537,1237.82,0.0101,0.1432,0.3871
28.61,0.02455,0.035,1185.4,1.01716,1165.4,0.0205,0.08895,0.6435
25.81,0.02356,0.026,1075.38,0.98174,1095.38,0.0203,0.08168,0.1328
121.47,0.12746,0.038,833.04,0.87409,953.04,0.0126,0.17179,0.074
62.31,0.06203,0.039,1064.49,1.05973,1004.49,0.0268,0.22549,0.8665
97.97,0.09639,0.037,976.44,0.96065,1016.44,0.026,0.18837,0.9526
163.71,0.14115,0.04,1019.86,0.8793,1159.8600000000001,0.0238,0.16362,0.7922
0.01,1e-05,0.037,938.54,1.0683,878.54,0.0177,0.04516,0.2226
18.36,0.01758,0.03,1184.56,1.13403,1044.56,0.0186,0.20553,0.5013
35.92,0.03805,0.03,964.08,1.02118,944.08,0.0213,0.12368,0.8324
20.64,0.02325,0.037,1007.75,1.13517,887.75,0.0292,0.20123,0.6777
70.42,0.08163,0.034,822.64,0.95363,862.64,0.0132,0.141,0.7134
0.08,8e-05,0.033,1017.06,1.06269,957.06,0.0239,0.08957,0.0821
63.06,0.07266,0.035,827.85,0.95391,867.85,0.0272,0.20739,0.3112
71.68,0.06758,0.023,1040.74,0.98115,1060.74,0.0163,0.22257,0.4158
8.31,0.00873,0.023,992.18,1.04201,952.18,0.0172,0.17525,0.1127
3.05,0.00323,0.027,1083.27,1.14842,943.27,0.0289,0.10967,0.7643
55.5,0.06512,0.027,832.32,0.97653,852.32,0.0228,0.13623,0.9328
102.39,0.10763,0.034,851.32,0.89488,951.32,0.0243,0.05994,0.4132
6.27,0.00706,0.028,987.67,1.11265,887.67,0.0119,0.16084,0.3415
71.75,0.06977,0.028,988.36,0.9611,1028.3600000000001,0.0177,0.17162,0.4591
35.91,0.0306,0.026,1153.69,0.98296,1173.69,0.0238,0.05812,0.7926
2.6,0.00288,0.034,923.35,1.02214,903.35,0.0243,0.08769,0.0831
0.27,0.00028,0.035,1018.17,1.06262,958.17,0.0297,0.03915,0.5663
79.92,0.07802,0.039,964.29,0.94142,1024.29,0.0297,0.21944,0.2379
0.7,0.00097,0.032,860.54,1.1943,720.54,0.0145,0.14993,0.3491
8.94,0.01164,0.024,828.15,1.07811,768.15,0.0177,0.11322,0.6493
119.47,0.0965,0.023,1177.97,0.95153,1237.97,0.0275,0.21134,0.8092
34.25,0.03372,0.031,1075.57,1.05908,1015.5699999999999,0.0217,0.2291,0.3755
9.64,0.00839,0.035,1169.62,1.0174,1149.62,0.0287,0.06677,0.3089
2.23,0.00278,0.024,922.18,1.14959,802.18,0.0159,0.09168,0.9307
80.3,0.08575,0.035,896.42,0.95728,936.42,0.0149,0.23198,0.4074
11.57,0.01268,0.02,1012.66,1.10957,912.66,0.016,0.13404,0.7452
33.35,0.04231,0.03,848.16,1.07613,788.16,0.0133,0.18855,0.8017
17.81,0.01705,0.038,1164.84,1.11485,1044.84,0.0248,0.16065,0.6556
4.71,0.00579,0.025,832.81,1.02461,812.81,0.022,0.05037,0.5135
121.4,0.12859,0.032,824.12,0.8729,944.12,0.0161,0.13416,0.1235
0.72,0.00084,0.02,954.48,1.11703,854.48,0.0236,0.07473,0.681
88.7,0.09368,0.021,886.85,0.93663,946.85,0.0157,0.16524,0.7432
140.5,0.14221,0.032,847.98,0.8583,987.98,0.0247,0.16004,0.1451
6.82,0.00635,0.032,1193.93,1.11174,1073.93,0.0192,0.09064,0.92
38.66,0.03357,0.02,1111.78,0.96527,1151.78,0.0273,0.04629,0.4811
115.05,0.10452,0.032,1020.78,0.92732,1100.78,0.0228,0.15332,0.966
105.92,0.11361,0.023,832.32,0.89274,932.32,0.012,0.09889,0.5651
92.1,0.10508,0.037,816.47,0.93154,876.47,0.0193,0.21667,0.5215
125.11,0.12836,0.023,854.69,0.87688,974.69,0.0161,0.10019,0.7783
109.61,0.09334,0.034,1114.25,0.9489,1174.25,0.0229,0.17627,0.7955
12.32,0.012,0.035,1146.76,1.11687,1026.76,0.0137,0.11196,0.9071
6.9,0.00696,0.023,1051.95,1.06049,991.95,0.0232,0.0667,1.0008
135.89,0.111,0.039,1144.23,0.93465,1224.23,0.0147,0.19781,0.7048
2.66,0.0024,0.039,1169.04,1.0541,1109.04,0.0273,0.07427,0.308
13.44,0.01682,0.038,818.97,1.02503,798.97,0.0247,0.09675,0.4274
48.9,0.048,0.024,1038.83,1.01963,1018.8299999999999,0.022,0.14144,1.0198
2.87,0.00427,0.028,811.85,1.20838,671.85,0.0286,0.13031,0.9771
0.02,3e-05,0.038,846.55,1.19815,706.55,0.0153,0.06696,0.7211
177.18,0.1363,0.036,1159.96,0.8923,1299.96,0.0101,0.21836,0.5189
6.08,0.00574,0.029,1198.61,1.13225,1058.61,0.0272,0.15654,0.4185
0.0,0.0,0.03,1092.59,1.14697,952.5899999999999,0.0296,0.04975,0.2596
21.62,0.02247,0.023,982.09,1.02079,962.09,0.0198,0.10381,0.5607
58.6,0.05353,0.029,1074.72,0.98173,1094.72,0.0163,0.23055,0.2174
0.0,0.0,0.037,859.68,1.19453,719.68,0.0168,0.03684,0.1525
20.36,0.02246,0.021,1026.52,1.13237,906.52,0.0148,0.18602,0.751
77.73,0.08277,0.038,899.13,0.95741,939.13,0.0128,0.17971,0.5344
70.28,0.06681,0.027,1011.89,0.96197,1051.8899999999999,0.0162,0.13516,0.6213
3.68,0.00477,0.036,890.82,1.15568,770.82,0.0157,0.13292,0.5815
138.15,0.12235,0.03,1049.11,0.92915,1129.11,0.0171,0.22411,0.8131
45.11,0.04032,0.037,1098.83,0.98212,1118.83,0.0283,0.11675,0.3941
140.44,0.12781,0.029,958.79,0.87259,1098.79,0.0187,0.1589,0.0604
5.37,0.0063,0.023,892.36,1.04693,852.36,0.0191,0.20762,0.0692
87.33,0.07778,0.034,1142.73,1.01781,1122.73,0.0135,0.22441,0.7874
8.52,0.00866,0.028,1023.58,1.04067,983.58,0.021,0.11269,0.2545
89.78,0.07271,0.026,1194.83,0.96761,1234.83,0.0125,0.19004,0.4811
0.91,0.00117,0.032,879.41,1.1283,779.41,0.0235,0.11086,0.3704
0.76,0.00095,0.032,858.26,1.07516,798.26,0.0292,0.07035,0.3843
5.42,0.00618,0.037,1016.88,1.15966,876.88,0.0211,0.20367,0.3162
110.54,0.08764,0.037,1181.28,0.93657,1261.28,0.0119,0.08706,0.8457
114.65,0.1146,0.039,900.47,0.90005,1000.47,0.0274,0.11298,0.9526
106.8,0.09452,0.036,1049.94,0.9292,1129.94,0.0146,0.19465,0.3752
104.15,0.1142,0.027,811.98,0.89035,911.98,0.0155,0.11013,0.4045
38.49,0.03987,0.03,1105.41,1.14502,965.4100000000001,0.0186,0.21235,1.0407
83.53,0.08636,0.02,887.2,0.91729,967.2,0.0285,0.14852,0.3278
24.07,0.0274,0.023,878.39,1.0,878.39,0.0131,0.07249,0.6969
64.51,0.05981,0.033,1018.5,0.94437,1078.5,0.0225,0.14457,0.1251
22.69,0.02046,0.02,1129.24,1.01803,1109.24,0.0297,0.11105,0.472
4.15,0.00478,0.035,968.37,1.11516,868.37,0.0218,0.1568,0.299
150.03,0.13573,0.022,965.33,0.87334,1105.33,0.0142,0.13849,0.6903
0.0,0.0,0.025,811.09,1.20862,671.09,0.0177,0.06025,0.5581
18.01,0.01646,0.029,1173.96,1.07313,1093.96,0.0214,0.22647,0.2132
13.74,0.01326,0.024,1136.12,1.09651,1036.12,0.0188,0.13063,0.6979
39.26,0.04246,0.022,1024.59,1.10816,924.5899999999999,0.0273,0.21221,1.002
114.07,0.09734,0.039,1111.89,0.9488,1171.89,0.018,0.21294,0.5718
64.49,0.05945,0.024,1024.73,0.94469,1084.73,0.0162,0.09369,0.2623
63.04,0.05271,0.023,1135.87,0.94983,1195.87,0.0251,0.14171,0.103
21.56,0.02615,0.036,964.37,1.16983,824.37,0.0206,0.19787,0.9221
125.63,0.09883,0.038,1151.23,0.9056,1271.23,0.0281,0.03988,0.7209
68.75,0.08241,0.029,814.21,0.97603,834.21,0.0192,0.18758,0.8206
50.18,0.05347,0.034,898.48,0.95738,938.48,0.0101,0.13839,0.1821
123.44,0.09454,0.037,1185.75,0.9081,1305.75,0.0128,0.11662,0.1226
8.92,0.00883,0.023,1149.98,1.13862,1009.98,0.0217,0.14221,0.6992
0.0,0.0,0.021,1077.33,1.12535,957.3299999999999,0.02,0.05881,0.2917
77.03,0.08814,0.027,834.0,0.95423,874.0,0.01,0.16997,0.7119
135.17,0.11029,0.037,1105.56,0.90209,1225.56,0.0172,0.05278,0.7777
107.79,0.11087,0.037,872.18,0.89714,972.18,0.0257,0.06124,1.0318
76.36,0.06831,0.032,1097.86,0.98211,1117.86,0.0118,0.12851,0.9396
42.19,0.04259,0.021,1070.66,1.08075,990.6600000000001,0.0196,0.19412,0.9082
15.36,0.01471,0.033,1183.87,1.13412,1043.87,0.0195,0.13003,1.013
173.7,0.15583,0.038,974.69,0.8744,1114.69,0.0122,0.17244,0.8565
4.72,0.00507,0.027,1011.03,1.08593,931.03,0.0233,0.18789,0.1527
151.3,0.13631,0.027,969.99,0.87387,1109.99,0.0273,0.17081,0.7291
19.61,0.0206,0.035,951.83,1.0,951.83,0.0259,0.14507,0.1209
23.98,0.02536,0.029,925.44,0.97885,945.44,0.0111,0.0503,0.1728
163.84,0.13608,0.039,1083.97,0.90033,1203.97,0.0252,0.21549,0.772
66.06,0.05909,0.04,1157.94,1.03578,1117.94,0.0162,0.22768,0.5811
55.27,0.05372,0.035,988.76,0.96112,1028.76,0.0146,0.17217,0.171
122.15,0.11504,0.033,941.82,0.88699,1061.8200000000002,0.0154,0.14751,0.1323
1.0,0.00117,0.023,895.51,1.04676,855.51,0.0258,0.03505,0.9331
89.98,0.07263,0.037,1178.91,0.95157,1238.91,0.0264,0.18309,0.3545
15.42,0.01392,0.024,1187.68,1.07222,1107.68,0.0282,0.16247,0.3692
35.63,0.03751,0.039,1069.87,1.12633,949.8699999999999,0.0258,0.207,0.9079
28.53,0.02914,0.03,979.23,1.0,979.23,0.0161,0.20394,0.1216
49.06,0.04963,0.028,1048.43,1.0607,988.4300000000001,0.0207,0.18346,0.9787
56.39,0.05831,0.028,947.14,0.97932,967.14,0.02,0.11486,0.9481
57.12,0.06373,0.037,876.3,0.97769,896.3,0.0273,0.13216,0.8724
2.42,0.00296,0.023,856.29,1.049,816.29,0.0157,0.04374,0.8169
2.24,0.00226,0.029,1052.28,1.06047,992.28,0.0276,0.1433,0.1027
107.37,0.0925,0.03,1160.75,1.0,1160.75,0.0167,0.23366,0.9019
111.9,0.09122,0.033,1146.67,0.93478,1226.67,0.0278,0.16547,0.6579
0.16,0.00021,0.023,889.75,1.15589,769.75,0.0176,0.11288,0.2934
54.97,0.05914,0.04,909.48,0.97848,929.48,0.0294,0.10904,1.0137
2.46,0.00241,0.034,1162.81,1.13688,1022.81,0.0182,0.21431,0.1479
14.21,0.01712,0.031,910.2,1.09636,830.2,0.027,0.13201,0.8586
10.95,0.01116,0.035,1041.22,1.06115,981.22,0.0106,0.10166,0.4966
48.31,0.0547,0.023,883.26,1.0,883.26,0.0255,0.15368,0.8636
1.3,0.00125,0.038,1138.66,1.09628,1038.66,0.0206,0.07744,0.4577
8.72,0.01183,0.022,856.9,1.16284,736.9,0.0201,0.19585,0.5412
16.49,0.01523,0.035,1182.41,1.09239,1082.41,0.0281,0.14595,0.5969
22.36,0.02007,0.04,1194.12,1.07181,1114.12,0.0284,0.18585,0.3664
55.53,0.05839,0.025,951.1,1.0,951.1,0.0298,0.19434,0.6172
29.98,0.03207,0.026,1054.95,1.12835,934.95,0.0219,0.20248,0.8726
0.0,0.0,0.035,956.22,1.17152,816.22,0.0184,0.12567,0.1195
39.89,0.03767,0.028,1139.04,1.07554,1059.04,0.0125,0.22572,0.5061
40.93,0.04453,0.03,919.22,1.0,919.22,0.0157,0.13048,0.6101
4.83,0.00582,0.022,849.97,1.0241,829.97,0.0187,0.03803,0.8405
4.41,0.00446,0.039,1088.28,1.10119,988.28,0.012,0.07402,0.8046
14.78,0.01487,0.026,1113.93,1.12073,993.9300000000001,0.019,0.13137,0.9495
24.41,0.02321,0.02,1071.76,1.01902,1051.76,0.0109,0.12763,0.3539
49.87,0.04816,0.027,1075.4,1.03863,1035.4,0.025,0.18062,0.8105
42.38,0.04326,0.039,999.67,1.02042,979.67,0.0144,0.20026,0.3704
120.14,0.10459,0.023,1048.66,0.91294,1148.66,0.022,0.21364,0.3788
45.22,0.05627,0.031,803.65,1.0,803.65,0.0183,0.20291,0.4459
1.19,0.00159,0.032,847.52,1.13378,747.52,0.0269,0.09482,0.6114
143.53,0.12026,0.028,1053.47,0.88269,1193.47,0.0199,0.04225,0.626
19.74,0.01912,0.035,1112.42,1.07749,1032.42,0.023,0.10956,0.983
41.36,0.03656,0.035,1151.17,1.01768,1131.17,0.0255,0.16951,0.4081
0.34,0.00032,0.029,1189.37,1.11222,1069.37,0.0253,0.0516,0.9007
83.83,0.08574,0.036,897.74,0.91818,977.74,0.0158,0.13375,0.1639
0.71,0.00082,0.032,923.93,1.06945,863.93,0.0236,0.0698,0.3138
58.03,0.05335,0.021,1067.72,0.98161,1087.72,0.0181,0.11515,0.8934
0.01,1e-05,0.029,923.3,1.14938,803.3,0.0208,0.13472,0.1113
61.05,0.05152,0.038,1145.05,0.96625,1185.05,0.0146,0.04956,0.7176
119.49,0.10801,0.023,986.3,0.89153,1106.3,0.0242,0.0597,0.1262
176.36,0.13808,0.023,1157.27,0.90605,1277.27,0.0162,0.21696,0.9676
155.9,0.13908,0.029,980.95,0.87511,1120.95,0.0293,0.21237,0.5591
46.56,0.04626,0.025,1066.44,1.05962,1006.44,0.0184,0.23208,0.5607
99.29,0.08286,0.025,1098.25,0.91654,1198.25,0.0286,0.10629,0.1363
23.61,0.02261,0.027,1164.15,1.11493,1044.15,0.0123,0.15273,0.8887
82.5,0.08259,0.031,958.87,0.95995,998.87,0.0194,0.16494,0.769
93.2,0.10925,0.029,833.11,0.97656,853.11,0.0167,0.23129,1.0386
136.06,0.11798,0.026,1013.22,0.8786,1153.22,0.0283,0.05122,0.636
145.91,0.11219,0.021,1160.56,0.89235,1300.56,0.0169,0.09344,0.8311
62.25,0.05435,0.038,1125.27,0.98254,1145.27,0.0168,0.2193,0.2405
53.96,0.0463,0.035,1125.45,0.96568,1165.45,0.0204,0.03615,0.8323
11.51,0.01183,0.038,992.99,1.02056,972.99,0.0254,0.04926,0.7418
43.45,0.05096,0.032,812.6,0.95308,852.6,0.011,0.04636,0.2062
120.4,0.10497,0.033,1107.03,0.96513,1147.03,0.0173,0.20615,0.9857
80.79,0.07667,0.037,1113.7,1.05694,1053.7,0.0165,0.22877,1.0371
35.64,0.0313,0.033,1118.71,0.98244,1138.71,0.0147,0.08518,0.283
143.64,0.11519,0.025,1107.02,0.88773,1247.02,0.0121,0.21534,0.1235
147.41,0.12169,0.031,1071.4,0.88443,1211.4,0.0224,0.10912,0.6752
143.28,0.13218,0.038,983.96,0.90775,1083.96,0.0254,0.19125,1.0025
89.17,0.07414,0.032,1182.75,0.98337,1202.75,0.0229,0.17929,0.7947
54.32,0.05891,0.038,902.05,0.97831,922.05,0.0227,0.1046,0.9443
6.48,0.00632,0.024,1085.27,1.05852,1025.27,0.0227,0.21418,0.0849
20.2,0.0197,0.026,1085.61,1.0585,1025.61,0.0292,0.14423,0.5449
145.47,0.149,0.032,836.29,0.8566,976.29,0.011,0.11973,0.3317
12.77,0.01189,0.035,1113.8,1.03725,1073.8,0.0279,0.10258,0.3797
4.85,0.00511,0.023,1029.35,1.08427,949.3499999999999,0.0176,0.07398,0.902
100.52,0.10255,0.032,920.17,0.93879,980.17,0.0205,0.2224,0.5692
15.37,0.02033,0.027,835.9,1.10583,755.9,0.0128,0.16809,0.6334
7.86,0.0085,0.031,964.3,1.04328,924.3,0.0141,0.09618,0.3308
166.4,0.1633,0.036,879.01,0.86261,1019.01,0.0155,0.17084,0.9202
11.29,0.0102,0.03,1166.54,1.05422,1106.54,0.0225,0.06834,0.9852
54.37,0.04892,0.04,1071.43,0.96401,1111.43,0.016,0.12807,0.213
21.6,0.02234,0.038,1006.71,1.04138,966.71,0.0147,0.13184,0.4476
27.07,0.03043,0.032,889.61,1.0,889.61,0.0289,0.10839,0.4856
88.47,0.10297,0.036,819.22,0.95345,859.22,0.011,0.20481,0.7243
23.39,0.02316,0.036,990.09,0.9802,1010.09,0.0225,0.04781,0.1675
148.15,0.11822,0.036,1153.22,0.92021,1253.22,0.0176,0.19823,0.7123
25.42,0.02842,0.034,1034.43,1.15652,894.4300000000001,0.0249,0.20037,0.9311
106.45,0.08199,0.022,1198.26,0.92297,1298.26,0.0299,0.15792,0.2837
0.45,0.00059,0.024,867.42,1.13031,767.42,0.027,0.06459,0.9571
126.93,0.1378,0.022,801.1,0.86972,921.1,0.015,0.11026,0.9284
44.13,0.04489,0.03,942.99,0.95931,982.99,0.0127,0.14897,0.0747
4.25,0.00455,0.021,1014.46,1.08561,934.46,0.0147,0.11982,0.3407
3.92,0.00542,0.033,842.88,1.166,722.88,0.0172,0.21179,0.2883
56.38,0.05223,0.023,1119.54,1.03705,1079.54,0.0243,0.17477,1.0031
7.28,0.009,0.037,929.18,1.1483,809.18,0.018,0.11505,0.9819
0.01,1e-05,0.034,1157.56,1.11566,1037.56,0.0244,0.09611,0.1393
8.86,0.01043,0.036,889.69,1.04708,849.69,0.0222,0.13434,0.2404
17.47,0.01977,0.033,923.61,1.04527,883.61,0.0226,0.11536,0.5953
53.13,0.04736,0.035,1081.81,0.96434,1121.81,0.0266,0.06992,0.6459
84.62,0.07945,0.024,1005.1,0.94367,1065.1,0.023,0.20908,0.3272
30.97,0.0353,0.02,957.34,1.09118,877.34,0.0234,0.21559,0.6668
34.57,0.03111,0.025,1131.18,1.018,1111.18,0.0189,0.10789,0.7629
0.0,0.0,0.03,822.6,1.13839,722.6,0.0126,0.07641,0.081
123.73,0.10032,0.034,1133.38,0.91892,1233.38,0.0121,0.08295,0.865
0.89,0.00107,0.027,935.18,1.11973,835.18,0.0127,0.19403,0.1072
31.68,0.03227,0.026,1001.61,1.02037,981.61,0.017,0.14187,0.4915
84.59,0.07739,0.034,1013.06,0.92681,1093.06,0.0207,0.10385,0.2567
63.81,0.0537,0.03,1168.27,0.98317,1188.27,0.0261,0.14192,0.625
50.32,0.04523,0.029,1152.62,1.03595,1112.62,0.0186,0.19931,0.5451
82.54,0.08085,0.034,1000.93,0.98041,1020.93,0.0138,0.19464,0.6957
70.35,0.07851,0.023,836.12,0.93304,896.12,0.0129,0.07998,0.798
112.18,0.11367,0.04,886.91,0.89867,986.91,0.0195,0.17756,0.3431
62.97,0.07484,0.031,841.4,1.0,841.4,0.0196,0.20814,0.7519
27.9,0.02987,0.031,1014.17,1.08564,934.17,0.0116,0.18443,0.6112
150.05,0.1312,0.028,1003.7,0.87759,1143.7,0.0224,0.16765,0.5233
148.69,0.16058,0.033,805.96,0.8704,925.96,0.0122,0.17256,0.9935
13.9,0.01758,0.027,850.6,1.07589,790.6,0.0269,0.11032,1.0366
80.58,0.07698,0.022,1046.8,1.0,1046.8,0.0285,0.23217,0.7665
0.42,0.00055,0.037,837.28,1.10564,757.28,0.0131,0.06283,0.546
85.41,0.06981,0.03,1183.53,0.96731,1223.53,0.0121,0.13067,0.7463
0.15,0.00018,0.029,979.51,1.16676,839.51,0.0173,0.06398,0.8832
120.65,0.12241,0.027,865.64,0.87825,985.64,0.021,0.14275,0.1636
0.03,4e-05,0.032,889.86,1.1867,749.86,0.0103,0.05232,1.0058
7.71,0.01054,0.026,851.3,1.16409,731.3,0.0165,0.19325,0.5028
30.09,0.034,0.034,905.02,1.0226,885.02,0.024,0.10363,0.9657
0.0,0.0,0.031,895.06,1.18542,755.06,0.0186,0.04718,0.313
149.94,0.11543,0.039,1158.93,0.89222,1298.93,0.0196,0.03906,0.5117
0.03,4e-05,0.033,881.16,1.15765,761.16,0.019,0.10871,0.2219
0.13,0.00012,0.032,1196.91,1.09117,1096.91,0.0253,0.04867,0.5338
15.07,0.01698,0.028,927.73,1.04506,887.73,0.012,0.12866,0.3928
91.34,0.09834,0.035,848.84,0.91387,928.84,0.0158,0.13421,0.4245
4.67,0.00521,0.027,935.72,1.04466,895.72,0.0193,0.09905,0.237
1.66,0.00183,0.039,965.96,1.06623,905.96,0.0293,0.0727,0.3756
17.58,0.01997,0.023,880.24,1.0,880.24,0.0157,0.14547,0.1141
12.82,0.01681,0.032,802.67,1.05245,762.67,0.0141,0.09969,0.6695
44.47,0.04932,0.026,961.71,1.06654,901.71,0.0244,0.21879,0.7632
0.0,0.0,0.027,901.31,1.15359,781.31,0.01,0.05075,0.5185
90.64,0.07426,0.037,1160.65,0.95085,1220.65,0.0148,0.08587,0.8584
6.33,0.00704,0.031,978.62,1.08903,898.62,0.0259,0.08296,0.9621
1.27,0.00171,0.036,822.74,1.10771,742.74,0.0135,0.17599,0.1311
48.26,0.04159,0.035,1140.29,0.98276,1160.29,0.0219,0.09388,0.5772
2.13,0.00284,0.039,831.13,1.10651,751.13,0.0244,0.18848,0.1442
90.75,0.08256,0.027,1039.2,0.94541,1099.2,0.0218,0.16557,0.6006
72.65,0.07036,0.029,972.55,0.94189,1032.55,0.0287,0.16572,0.2854
141.41,0.13365,0.03,918.03,0.86768,1058.03,0.0138,0.12742,0.1093
53.36,0.04494,0.029,1187.49,1.0,1187.49,0.0299,0.22801,0.2491
5.2,0.0055,0.038,965.37,1.02116,945.37,0.029,0.05171,0.3614
115.11,0.09295,0.021,1198.42,0.9677,1238.42,0.0211,0.22687,0.7553
102.2,0.10398,0.024,882.88,0.89826,982.88,0.0176,0.15664,0.1882
63.39,0.05259,0.029,1145.33,0.95022,1205.33,0.0136,0.14422,0.0767
38.74,0.03731,0.026,1038.2,1.0,1038.2,0.0146,0.082,0.9709
1.93,0.00229,0.03,942.88,1.11864,842.88,0.025,0.09081,0.6495
84.17,0.07878,0.027,1008.47,0.94384,1068.47,0.0199,0.21547,0.2819
117.01,0.09423,0.021,1121.77,0.90336,1241.77,0.0239,0.05699,0.5107
23.56,0.02262,0.037,1161.64,1.1152,1041.64,0.0275,0.2313,0.4262
10.35,0.0103,0.023,1004.76,1.0,1004.76,0.0262,0.05674,0.2242
13.85,0.0196,0.028,806.77,1.14149,706.77,0.0271,0.16051,1.0101
145.65,0.12348,0.037,1059.59,0.89827,1179.59,0.0167,0.22264,0.3982
82.5,0.08485,0.024,912.35,0.93829,972.35,0.0104,0.12658,0.7025
103.1,0.08118,0.032,1190.02,0.93701,1270.02,0.0169,0.10782,0.6835
116.07,0.10973,0.021,957.81,0.90547,1057.81,0.0144,0.19312,0.4077
146.32,0.15899,0.031,800.3,0.86961,920.3,0.0119,0.18278,0.8874
20.24,0.0268,0.039,855.25,1.13241,755.25,0.0219,0.20849,0.6642
128.43,0.12402,0.032,935.57,0.90343,1035.5700000000002,0.0229,0.21645,0.581
17.95,0.02377,0.024,835.17,1.10594,755.17,0.0121,0.18542,0.615
6.22,0.00754,0.03,905.25,1.09694,825.25,0.0279,0.13422,0.4516
48.83,0.05674,0.029,900.6,1.04648,860.6,0.0281,0.21092,0.8422
84.83,0.08513,0.026,916.53,0.91972,996.53,0.0136,0.05034,0.4695
0.01,1e-05,0.029,1165.29,1.09387,1065.29,0.0209,0.05505,0.2672
35.38,0.03542,0.022,1038.94,1.04004,998.94,0.0214,0.22456,0.34
121.55,0.12904,0.02,821.99,0.87261,941.99,0.0118,0.06992,0.2919
0.05,5e-05,0.02,1083.54,1.07972,1003.54,0.0142,0.04063,0.4963
6.55,0.00737,0.034,908.6,1.02251,888.6,0.0138,0.04051,0.5593
121.74,0.13009,0.029,815.84,0.87177,935.84,0.014,0.08841,0.1652
70.11,0.05767,0.034,1155.67,0.95064,1215.67,0.0272,0.11401,0.3026
29.93,0.0261,0.036,1186.79,1.03488,1146.79,0.0131,0.09148,0.8309
134.57,0.11537,0.03,1046.39,0.89712,1166.39,0.0146,0.14679,0.5002
28.1,0.02832,0.032,992.19,1.0,992.19,0.0134,0.05663,0.8143
76.32,0.07937,0.03,921.55,0.9584,961.55,0.0197,0.17549,0.6069
125.8,0.10587,0.033,1068.23,0.89901,1188.23,0.0151,0.12514,0.2652
0.24,0.00025,0.034,1086.12,1.12421,966.1199999999999,0.0141,0.0912,0.3022
58.07,0.0557,0.024,1102.52,1.05755,1042.52,0.017,0.20801,0.8755
0.0,0.0,0.036,957.68,1.04359,917.68,0.0268,0.04343,0.0521
82.65,0.06839,0.036,1148.55,0.95035,1208.55,0.0268,0.17342,0.3033
15.93,0.01432,0.022,1152.61,1.03595,1112.61,0.0166,0.10253,0.4543
